CGPA,Internship,Aptitude,Communication,Coding,Projects,Placed
7.7,1,75,52,52,4,Yes
5.7,0,89,50,74,8,Yes
5.6,0,55,55,78,6,Yes
6.6,1,40,82,55,8,Yes
9.3,1,50,57,77,6,Yes
7.8,1,82,80,53,5,Yes
7.2,0,51,77,93,6,Yes
9.7,1,93,78,72,6,Yes
9.6,1,61,74,48,0,Yes
8.0,0,48,58,56,7,Yes
6.3,0,40,45,82,4,No
6.3,0,91,42,63,6,Yes
8.7,1,44,69,45,7,Yes
6.4,0,71,80,83,8,Yes
6.1,1,61,60,51,5,Yes
5.8,0,80,77,49,2,Yes
9.9,1,62,54,50,1,Yes
6.9,1,61,51,43,8,Yes
9.5,1,87,50,68,7,Yes
6.3,1,94,84,79,0,Yes
6.2,1,79,52,43,2,Yes
7.0,0,69,91,51,7,Yes
7.6,1,88,90,58,2,Yes
5.6,1,48,47,80,2,Yes
9.8,1,90,41,81,2,Yes
9.1,1,66,93,72,1,Yes
7.1,0,83,54,48,6,Yes
7.9,0,40,91,44,3,Yes
9.9,0,43,83,52,6,Yes
5.2,0,79,100,75,6,Yes
6.7,1,90,54,40,5,Yes
9.2,1,45,71,71,4,Yes
8.8,0,73,62,93,2,Yes
5.0,1,100,40,44,6,Yes
6.5,1,91,71,75,0,Yes
7.2,1,96,44,77,4,Yes
6.4,0,52,46,89,1,Yes
5.9,0,41,40,89,3,No
6.9,1,78,44,90,8,Yes
5.3,1,76,46,46,1,No
9.4,1,40,43,48,6,Yes
7.2,1,73,92,97,7,Yes
8.0,1,50,70,49,5,Yes
8.9,0,97,91,74,8,Yes
5.5,1,59,89,84,4,Yes
5.3,0,81,40,58,6,Yes
8.1,1,60,57,88,0,Yes
5.5,1,72,41,93,8,Yes
10.0,0,54,66,42,8,Yes
6.7,0,91,75,66,8,Yes
8.4,1,50,42,98,3,Yes
10.0,0,66,78,70,4,Yes
9.1,1,41,61,84,5,Yes
6.9,0,92,91,46,6,Yes
6.0,1,51,89,61,0,Yes
7.2,0,97,95,49,3,Yes
8.8,1,71,72,46,2,Yes
7.0,1,77,76,82,6,Yes
7.9,0,49,41,44,5,No
7.6,0,74,46,90,3,Yes
6.3,0,45,47,50,0,No
5.5,0,44,80,99,0,Yes
5.3,1,82,76,78,7,Yes
9.2,1,96,76,90,0,Yes
5.1,1,53,55,47,7,Yes
9.3,0,52,64,58,1,Yes
8.3,1,88,46,89,8,Yes
9.6,0,99,60,63,0,Yes
5.8,0,98,69,83,3,Yes
8.4,1,97,81,49,1,Yes
5.2,1,87,84,76,6,Yes
7.1,0,49,51,42,4,No
7.7,1,71,45,86,2,Yes
6.1,0,55,81,66,6,Yes
7.7,0,67,95,74,5,Yes
7.9,1,73,76,91,0,Yes
5.3,1,51,47,87,2,Yes
8.4,1,97,56,96,1,Yes
5.4,1,85,88,49,1,Yes
6.4,0,63,54,95,1,Yes
8.1,1,40,41,49,3,No
6.4,0,42,53,50,7,No
7.3,1,49,43,49,1,No
7.5,1,68,90,57,5,Yes
6.8,1,79,51,80,1,Yes
7.3,0,88,97,94,2,Yes
7.7,1,98,56,61,2,Yes
7.1,0,65,78,95,5,Yes
7.9,1,45,73,62,7,Yes
8.6,1,54,53,52,5,Yes
5.3,1,61,93,42,0,Yes
7.2,1,58,73,76,2,Yes
6.8,1,85,98,49,3,Yes
9.8,0,44,60,80,5,Yes
9.2,0,85,92,78,7,Yes
5.9,1,55,94,54,8,Yes
9.8,1,46,51,100,7,Yes
9.8,0,65,79,80,5,Yes
7.6,1,92,61,44,4,Yes
8.2,1,96,50,96,3,Yes
8.4,0,66,44,88,1,Yes
5.9,0,93,61,75,7,Yes
9.3,1,99,74,62,6,Yes
8.8,0,77,80,70,7,Yes
7.3,1,48,83,42,0,Yes
6.6,0,63,49,91,0,Yes
7.1,1,81,87,85,2,Yes
6.1,0,90,91,41,8,Yes
5.9,1,85,92,63,7,Yes
6.1,1,76,58,51,8,Yes
7.9,0,82,64,41,4,Yes
7.9,0,97,73,49,2,Yes
9.9,0,97,62,100,6,Yes
5.4,0,44,63,99,8,Yes
7.1,0,94,49,58,1,Yes
6.2,1,70,63,44,1,Yes
6.9,0,64,59,67,5,Yes
10.0,1,72,65,46,5,Yes
5.6,0,69,89,56,7,Yes
7.8,1,57,44,45,1,No
8.5,1,74,51,41,0,Yes
9.9,0,69,85,60,1,Yes
5.2,1,55,47,43,8,Yes
7.4,0,60,46,72,4,Yes
5.5,1,56,84,44,8,Yes
6.4,1,98,99,46,7,Yes
9.7,1,69,80,89,6,Yes
8.7,1,89,65,95,3,Yes
7.4,1,54,54,89,5,Yes
9.6,1,88,84,87,4,Yes
9.3,1,60,77,82,5,Yes
5.7,1,46,45,47,1,No
7.3,1,54,46,99,8,Yes
9.0,0,74,60,64,7,Yes
7.3,0,68,63,76,2,Yes
6.1,0,67,99,70,3,Yes
8.4,1,79,70,77,5,Yes
7.9,1,76,95,68,1,Yes
9.9,1,95,66,67,7,Yes
7.8,0,83,95,86,7,Yes
9.3,1,47,98,66,4,Yes
6.0,0,95,45,77,8,Yes
9.0,1,84,58,54,3,Yes
8.3,1,92,51,63,7,Yes
7.8,1,93,49,61,3,Yes
5.3,1,92,59,47,5,Yes
6.8,0,49,71,76,3,Yes
8.9,1,75,94,92,4,Yes
8.5,0,54,51,84,2,Yes
6.3,0,92,83,59,6,Yes
5.2,1,83,88,43,3,Yes
7.7,1,58,90,70,1,Yes
8.9,0,60,87,79,7,Yes
9.3,1,59,74,87,2,Yes
8.3,0,43,68,96,8,Yes
9.4,1,66,61,60,3,Yes
6.9,0,48,48,41,4,No
6.9,1,65,70,65,0,Yes
7.4,0,94,64,96,7,Yes
5.5,0,83,77,75,4,Yes
8.6,0,88,66,41,4,Yes
9.2,0,82,56,45,3,Yes
9.2,1,84,44,76,1,Yes
8.1,1,79,88,76,5,Yes
7.4,0,94,56,76,3,Yes
6.5,1,45,92,79,0,Yes
6.3,1,100,41,82,2,Yes
5.5,1,96,43,63,5,Yes
9.1,1,41,92,65,7,Yes
9.4,0,94,45,82,1,Yes
8.5,1,79,98,71,6,Yes
6.6,1,56,46,99,8,Yes
5.6,0,59,98,67,1,Yes
8.6,0,84,60,63,8,Yes
7.0,1,53,53,65,3,Yes
9.6,0,87,48,67,4,Yes
5.5,1,54,56,98,6,Yes
5.4,1,59,56,87,2,Yes
8.4,0,57,65,40,7,Yes
8.9,0,41,42,41,0,No
6.1,1,97,49,89,0,Yes
5.1,0,44,82,78,3,Yes
7.8,0,45,83,43,5,Yes
7.5,0,53,71,78,2,Yes
6.0,1,41,97,53,5,Yes
8.3,1,86,92,41,6,Yes
6.0,0,74,77,74,0,Yes
8.6,0,76,75,74,5,Yes
7.1,0,93,97,51,0,Yes
9.1,0,90,75,75,5,Yes
5.3,0,54,86,57,8,Yes
6.2,1,97,88,96,1,Yes
8.7,0,48,44,75,3,Yes
8.9,1,52,69,58,2,Yes
8.6,0,79,69,55,0,Yes
7.9,1,71,79,94,1,Yes
9.2,1,100,82,50,2,Yes
5.3,1,53,69,83,0,Yes
6.2,1,65,44,95,1,Yes
5.4,0,98,98,48,7,Yes
5.6,0,51,72,90,4,Yes
7.2,0,50,49,44,3,No
7.5,0,67,60,47,5,Yes
7.1,1,64,90,74,5,Yes
9.3,0,40,52,46,1,No
7.7,0,53,89,71,4,Yes
7.6,1,68,79,93,8,Yes
7.6,1,96,80,57,6,Yes
7.9,1,71,92,45,3,Yes
8.9,0,41,91,74,0,Yes
5.5,0,96,91,58,7,Yes
6.8,0,47,40,92,8,Yes
8.1,0,54,61,89,8,Yes
7.8,1,47,77,65,1,Yes
8.1,0,61,93,74,7,Yes
5.1,0,49,76,95,8,Yes
7.9,0,95,97,46,5,Yes
9.6,1,79,46,84,3,Yes
6.9,0,49,41,77,8,Yes
8.3,0,40,54,41,1,No
9.0,1,41,63,41,5,Yes
7.8,0,49,66,48,5,Yes
6.8,1,68,48,89,7,Yes
8.3,0,64,99,100,8,Yes
8.5,0,63,84,87,1,Yes
8.5,0,43,48,49,1,No
6.7,1,52,49,54,8,Yes
5.1,1,63,63,68,1,Yes
9.9,0,93,40,97,7,Yes
9.9,1,84,83,96,1,Yes
7.8,1,77,88,63,0,Yes
8.3,1,42,44,69,2,Yes
5.9,0,86,47,77,4,Yes
6.6,1,60,59,98,6,Yes
7.7,0,99,57,96,8,Yes
9.5,0,76,85,44,3,Yes
6.2,1,45,41,45,2,No
5.4,0,47,96,83,2,Yes
6.3,0,95,83,92,8,Yes
8.0,1,40,57,49,0,No
7.8,1,53,45,80,1,Yes
9.8,0,85,62,84,2,Yes
5.9,0,48,95,47,3,Yes
5.5,1,97,97,71,7,Yes
8.4,1,67,53,99,2,Yes
8.3,0,57,42,73,4,Yes
5.1,0,78,68,68,2,Yes
6.7,0,80,63,64,2,Yes
5.8,1,52,76,56,5,Yes
8.8,0,47,84,45,1,Yes
5.0,1,66,67,67,1,Yes
7.1,0,48,80,95,5,Yes
8.0,0,84,66,86,4,Yes
7.0,1,43,89,78,0,Yes
9.6,0,70,49,74,4,Yes
7.4,1,42,79,57,3,Yes
6.5,0,82,72,97,8,Yes
5.2,0,52,70,86,8,Yes
7.4,1,97,86,74,0,Yes
9.8,1,97,82,57,6,Yes
9.6,1,97,42,67,8,Yes
9.6,0,66,88,46,6,Yes
6.6,1,71,82,63,0,Yes
8.5,0,76,66,82,2,Yes
7.5,1,96,96,81,3,Yes
8.6,1,83,89,65,0,Yes
9.7,1,81,66,80,4,Yes
6.9,1,44,55,76,7,Yes
7.4,1,78,66,64,3,Yes
7.2,0,60,99,74,1,Yes
8.3,1,80,71,99,8,Yes
8.0,1,71,96,100,6,Yes
7.1,0,74,41,99,5,Yes
9.7,0,95,53,73,1,Yes
5.7,0,91,83,63,1,Yes
7.9,0,100,79,51,2,Yes
6.5,1,61,58,79,2,Yes
7.2,1,78,93,100,1,Yes
9.5,1,98,41,94,5,Yes
5.2,1,48,99,57,4,Yes
7.9,0,99,90,42,5,Yes
5.4,1,91,57,99,4,Yes
5.9,0,61,70,90,7,Yes
6.5,1,88,68,53,0,Yes
9.9,0,89,68,69,3,Yes
7.1,0,41,88,42,5,Yes
7.3,1,92,77,70,0,Yes
7.5,0,82,62,48,7,Yes
6.7,1,90,100,83,0,Yes
9.6,1,84,100,44,2,Yes
5.5,0,57,69,91,3,Yes
5.9,1,68,46,46,4,Yes
5.6,1,82,51,49,2,Yes
5.6,1,77,69,82,2,Yes
9.4,1,70,71,85,5,Yes
9.2,1,80,50,77,8,Yes
7.3,1,94,69,98,7,Yes
6.6,0,95,85,77,2,Yes
9.7,0,67,98,100,8,Yes
9.4,0,55,94,64,3,Yes
9.6,0,93,93,76,5,Yes
8.6,1,84,75,81,8,Yes
8.3,1,98,63,71,7,Yes
5.1,0,45,98,46,2,No
7.5,0,80,75,60,6,Yes
7.8,0,83,51,61,7,Yes
6.4,1,76,63,56,4,Yes
5.3,0,59,55,74,8,Yes
8.2,1,93,48,100,1,Yes
8.3,1,66,71,90,1,Yes
6.7,1,98,94,97,2,Yes
5.5,1,74,100,93,8,Yes
9.8,1,82,99,70,3,Yes
7.1,0,81,42,98,1,Yes
8.4,0,47,43,71,4,Yes
9.3,1,62,69,52,4,Yes
10.0,0,44,90,87,2,Yes
9.6,0,91,53,58,2,Yes
8.3,1,41,47,62,2,Yes
5.3,0,65,97,77,8,Yes
7.5,0,79,76,61,3,Yes
9.5,0,89,71,44,6,Yes
8.5,0,81,70,88,4,Yes
6.2,1,49,40,41,1,No
8.7,1,86,66,73,0,Yes
7.1,1,58,77,88,3,Yes
9.6,0,77,89,47,3,Yes
8.8,1,41,50,84,1,Yes
8.9,0,99,69,64,4,Yes
6.6,1,93,43,45,1,Yes
7.7,1,41,85,49,0,Yes
6.1,0,52,63,84,6,Yes
6.1,0,60,61,41,3,No
5.9,1,60,86,45,6,Yes
6.2,0,47,72,86,1,Yes
7.7,1,90,52,54,2,Yes
7.7,1,74,54,67,7,Yes
5.4,0,40,53,82,1,No
5.5,1,74,62,66,6,Yes
7.6,1,45,85,99,5,Yes
9.4,0,42,75,50,8,Yes
6.5,0,67,43,60,0,No
5.6,1,43,79,48,1,No
7.4,0,51,78,45,7,Yes
7.1,0,66,54,85,2,Yes
5.7,0,53,58,78,1,Yes
7.1,1,71,98,97,7,Yes
7.9,0,80,73,98,5,Yes
7.5,1,88,54,76,6,Yes
8.4,0,90,66,75,5,Yes
6.6,0,83,41,80,0,Yes
5.2,1,100,82,97,8,Yes
5.5,1,82,61,71,4,Yes
7.5,0,58,52,45,7,Yes
5.4,0,100,96,67,1,Yes
6.5,1,91,53,85,5,Yes
6.0,1,80,88,54,3,Yes
5.9,0,52,74,45,2,No
5.4,1,56,100,51,1,Yes
6.4,1,71,64,92,3,Yes
7.6,1,73,69,47,2,Yes
9.9,0,56,88,69,6,Yes
7.5,0,53,84,98,7,Yes
9.3,0,61,100,76,0,Yes
8.2,1,70,58,96,8,Yes
5.8,1,92,72,61,1,Yes
8.7,1,69,63,73,8,Yes
9.5,0,63,97,42,6,Yes
8.4,1,62,95,43,2,Yes
5.6,1,46,65,64,8,Yes
8.4,1,81,82,48,6,Yes
8.4,1,73,68,64,2,Yes
6.2,0,81,69,72,5,Yes
6.0,1,100,60,57,8,Yes
6.0,1,46,52,47,2,No
8.6,1,98,68,98,2,Yes
6.8,0,69,51,71,2,Yes
6.4,1,47,92,82,0,Yes
9.6,1,79,82,86,7,Yes
8.3,1,94,89,47,7,Yes
5.1,1,71,40,73,4,Yes
7.6,0,93,95,86,8,Yes
5.3,0,85,67,92,6,Yes
5.1,0,51,50,87,2,No
6.2,1,64,60,51,5,Yes
8.6,0,47,46,63,1,No
9.0,0,40,91,88,1,Yes
6.9,1,44,45,70,4,Yes
9.4,1,89,73,64,5,Yes
6.0,0,69,42,44,3,No
8.0,0,86,63,62,7,Yes
7.7,0,41,100,96,7,Yes
7.7,1,84,73,51,6,Yes
6.8,0,66,59,64,2,Yes
6.1,0,54,66,47,4,No
9.8,0,45,64,53,1,Yes
6.9,0,61,52,49,3,No
9.5,0,86,73,56,1,Yes
6.9,1,51,100,77,7,Yes
6.4,1,100,91,41,3,Yes
7.1,1,86,100,55,6,Yes
5.4,1,47,67,78,2,Yes
7.5,1,62,93,92,8,Yes
8.4,1,54,72,78,4,Yes
8.9,1,77,77,50,2,Yes
9.3,0,52,53,78,2,Yes
5.5,1,43,70,93,2,Yes
6.4,1,43,74,96,7,Yes
9.5,1,55,68,64,5,Yes
7.1,1,41,52,64,5,Yes
7.9,0,80,50,59,5,Yes
7.1,1,58,47,68,1,Yes
8.6,1,70,94,40,0,Yes
9.7,0,54,95,50,3,Yes
8.7,1,58,80,89,2,Yes
7.1,1,76,48,56,2,Yes
7.8,0,54,69,67,2,Yes
7.3,1,77,65,48,1,Yes
5.9,0,42,47,81,5,Yes
7.7,1,74,55,74,4,Yes
8.9,1,41,96,74,0,Yes
5.6,1,40,89,86,8,Yes
9.7,0,96,43,66,4,Yes
6.4,1,100,43,86,1,Yes
5.3,1,51,81,41,7,Yes
8.9,0,97,86,70,5,Yes
7.0,1,100,46,83,8,Yes
5.6,0,84,99,80,0,Yes
7.7,1,56,51,99,0,Yes
9.3,0,85,75,84,7,Yes
9.4,1,98,83,71,5,Yes
9.6,0,63,71,75,4,Yes
7.6,0,52,43,65,5,Yes
9.8,1,66,53,99,3,Yes
7.1,1,50,67,83,6,Yes
6.1,1,42,100,78,0,Yes
9.9,0,60,57,58,1,Yes
6.6,0,61,68,67,7,Yes
5.9,1,67,53,81,7,Yes
8.8,1,51,100,98,2,Yes
7.5,0,67,68,88,5,Yes
8.7,1,65,65,42,8,Yes
7.2,1,67,94,93,8,Yes
8.7,0,57,76,89,0,Yes
5.5,1,50,55,91,5,Yes
9.1,1,80,70,100,0,Yes
6.2,1,49,93,98,0,Yes
6.2,1,50,86,87,7,Yes
7.8,0,43,53,73,4,Yes
8.0,0,61,51,43,2,No
5.6,1,72,51,50,6,Yes
9.4,0,98,46,55,1,Yes
6.6,0,92,53,64,2,Yes
7.6,0,80,91,71,0,Yes
7.0,0,100,88,71,4,Yes
5.1,0,72,46,48,7,Yes
7.1,0,76,60,89,1,Yes
8.6,1,67,84,55,0,Yes
8.9,0,46,49,75,8,Yes
7.7,0,97,71,58,2,Yes
9.1,0,85,60,64,1,Yes
7.6,0,80,86,89,1,Yes
6.5,0,70,86,84,4,Yes
9.8,0,55,62,80,4,Yes
9.6,0,70,96,80,2,Yes
5.9,0,54,91,53,0,Yes
5.9,1,70,83,82,2,Yes
9.3,0,52,94,68,7,Yes
6.5,1,42,88,54,8,Yes
7.5,1,73,87,67,5,Yes
9.8,0,85,71,53,4,Yes
7.6,0,69,76,63,1,Yes
7.7,1,92,54,43,4,Yes
9.8,0,44,54,87,0,Yes
5.4,1,70,72,90,7,Yes
9.7,0,99,53,45,8,Yes
9.2,1,58,48,84,8,Yes
6.7,0,41,71,95,2,Yes
6.2,1,94,65,86,7,Yes
9.2,0,94,66,62,2,Yes
5.5,1,65,87,60,1,Yes
6.6,1,95,97,43,6,Yes
5.8,1,72,83,70,7,Yes
5.6,0,61,75,89,4,Yes
8.5,1,70,72,47,2,Yes
5.4,0,70,80,75,7,Yes
9.7,1,71,63,47,4,Yes
9.2,0,94,86,69,8,Yes
7.4,1,49,90,59,3,Yes
9.6,1,89,66,53,3,Yes
6.3,1,76,74,65,0,Yes
6.7,0,59,42,41,1,No
8.5,0,55,51,59,8,Yes
6.6,1,40,98,40,5,Yes
5.8,0,55,71,57,5,Yes
5.9,1,94,81,64,0,Yes
7.4,1,97,85,65,1,Yes
7.8,1,51,92,68,5,Yes
9.4,0,81,73,50,7,Yes
5.0,0,52,67,45,0,No
7.8,0,81,51,96,3,Yes
6.4,1,91,75,92,6,Yes
8.5,0,83,51,96,5,Yes
5.1,0,67,63,55,5,Yes
7.5,1,72,42,70,5,Yes
9.2,1,100,79,93,3,Yes
5.6,1,94,51,50,3,Yes
5.4,0,92,86,81,3,Yes
8.3,1,58,70,54,5,Yes
8.1,0,64,98,61,5,Yes
9.0,0,42,84,62,8,Yes
7.1,0,45,76,55,1,Yes
6.8,0,63,78,61,7,Yes
6.7,0,40,95,49,6,Yes
7.3,0,76,54,67,7,Yes
7.5,1,90,85,57,1,Yes
8.8,0,90,83,74,7,Yes
9.2,0,72,72,76,5,Yes
6.3,1,88,52,85,6,Yes
8.3,1,73,84,57,2,Yes
5.9,1,81,56,98,1,Yes
5.5,0,93,45,90,0,Yes
5.3,1,91,83,59,8,Yes
8.5,0,46,40,94,2,Yes
7.1,0,58,46,68,1,No
5.7,1,57,67,56,6,Yes
7.7,1,44,74,56,5,Yes
9.5,0,94,40,96,2,Yes
9.9,0,53,71,49,0,Yes
6.3,0,52,49,55,1,No
5.9,0,81,57,64,5,Yes
9.4,0,41,94,62,5,Yes
9.1,0,55,96,66,2,Yes
9.3,1,72,87,76,7,Yes
5.4,1,48,50,83,6,Yes
9.8,1,44,82,59,4,Yes
8.6,1,66,97,44,1,Yes
6.8,0,93,83,91,0,Yes
6.2,1,59,40,88,7,Yes
9.5,1,96,70,82,1,Yes
8.6,0,81,86,58,0,Yes
9.7,1,67,92,60,7,Yes
7.3,0,59,74,56,5,Yes
9.6,1,80,90,81,8,Yes
5.8,0,91,67,72,7,Yes
5.2,0,94,76,72,0,Yes
6.6,1,72,69,65,7,Yes
5.5,1,47,91,81,0,Yes
5.7,0,54,44,94,2,Yes
8.2,0,41,59,49,8,Yes
8.6,1,42,61,94,7,Yes
8.3,1,70,68,97,1,Yes
9.1,1,56,62,85,1,Yes
6.2,0,47,76,63,0,No
6.5,0,77,73,55,1,Yes
5.2,1,64,80,60,0,Yes
5.8,1,56,94,57,7,Yes
8.4,0,88,62,62,1,Yes
6.6,1,44,41,93,7,Yes
9.9,0,49,82,84,0,Yes
9.8,1,59,90,75,7,Yes
5.4,0,80,56,52,6,Yes
7.6,1,57,48,85,1,Yes
7.2,1,69,47,92,5,Yes
7.3,0,42,89,45,0,No
6.7,1,88,97,84,0,Yes
8.4,0,99,83,54,0,Yes
5.9,1,78,83,40,1,Yes
5.9,1,69,41,90,6,Yes
8.0,1,94,88,90,2,Yes
7.3,1,99,43,61,4,Yes
7.1,1,54,42,87,7,Yes
9.2,1,57,66,56,2,Yes
5.7,1,42,90,75,1,Yes
7.1,0,68,89,94,0,Yes
8.3,1,82,45,46,1,Yes
5.3,0,73,50,66,5,Yes
6.9,1,85,48,97,8,Yes
7.0,0,46,87,55,8,Yes
8.8,1,47,92,67,4,Yes
8.2,0,76,100,72,3,Yes
5.8,1,94,98,42,2,Yes
7.3,0,55,53,74,7,Yes
7.5,1,41,75,88,8,Yes
9.2,1,62,84,80,7,Yes
9.1,1,74,60,64,8,Yes
9.5,0,60,55,78,6,Yes
5.4,0,46,84,46,5,Yes
8.2,1,90,80,44,7,Yes
7.0,1,96,42,42,0,Yes
6.5,1,77,72,86,7,Yes
6.8,1,74,79,84,0,Yes
7.0,1,92,74,64,0,Yes
6.2,1,75,68,47,2,Yes
8.5,0,67,66,89,8,Yes
9.8,0,77,52,56,7,Yes
9.5,0,78,56,70,1,Yes
7.4,1,42,94,90,2,Yes
7.3,1,49,93,100,5,Yes
5.8,0,76,88,78,8,Yes
7.6,1,77,55,82,4,Yes
7.0,1,41,92,89,1,Yes
9.2,1,98,77,45,3,Yes
5.8,0,96,45,61,4,Yes
5.1,0,79,48,95,6,Yes
6.1,0,42,42,66,6,No
8.4,1,42,61,59,6,Yes
5.6,0,43,77,91,7,Yes
6.3,0,49,92,42,8,Yes
9.0,1,44,71,74,1,Yes
5.3,0,79,61,57,1,Yes
6.6,0,84,47,71,0,Yes
7.8,1,53,98,92,1,Yes
6.0,0,87,48,44,0,No
6.2,1,58,82,66,2,Yes
5.6,0,98,40,72,4,Yes
6.2,0,69,96,55,8,Yes
5.3,0,50,91,90,2,Yes
6.4,0,59,52,96,2,Yes
5.9,0,100,43,64,0,Yes
9.8,1,45,60,99,6,Yes
8.4,1,54,61,81,0,Yes
7.5,1,71,57,60,5,Yes
6.7,0,92,46,61,5,Yes
7.1,0,95,91,44,7,Yes
8.8,1,75,63,47,6,Yes
8.4,0,56,53,61,0,Yes
6.6,1,95,81,65,1,Yes
7.9,0,87,90,83,1,Yes
5.1,1,72,98,47,6,Yes
5.2,1,46,92,87,5,Yes
9.6,1,57,73,51,3,Yes
5.8,0,89,74,99,0,Yes
6.9,0,48,67,81,6,Yes
7.9,0,60,67,100,1,Yes
5.8,1,46,77,77,8,Yes
8.7,0,93,43,79,8,Yes
9.8,1,83,65,77,6,Yes
9.1,0,64,50,83,5,Yes
6.1,0,74,70,70,2,Yes
8.3,1,74,64,56,8,Yes
7.9,0,94,54,83,3,Yes
6.1,0,69,89,69,5,Yes
7.6,1,64,70,98,2,Yes
6.6,1,88,60,51,0,Yes
5.3,1,41,80,74,2,Yes
6.6,0,85,67,87,0,Yes
7.3,0,75,67,40,4,Yes
9.0,1,42,70,85,7,Yes
8.9,0,99,72,58,4,Yes
7.4,1,65,56,62,4,Yes
6.9,0,58,52,89,4,Yes
7.2,0,84,42,83,4,Yes
7.4,0,62,43,88,2,Yes
9.7,0,57,44,82,6,Yes
7.9,1,85,78,58,2,Yes
6.6,1,96,41,96,3,Yes
7.1,0,49,60,44,1,No
7.5,0,69,99,73,2,Yes
5.4,1,92,52,92,5,Yes
9.9,1,59,77,70,3,Yes
7.7,1,67,56,56,8,Yes
5.3,1,83,97,50,4,Yes
9.9,0,79,85,61,7,Yes
9.9,1,50,79,96,4,Yes
5.2,0,53,85,93,7,Yes
7.1,0,85,92,52,3,Yes
9.7,0,67,94,100,8,Yes
7.4,1,54,50,86,0,Yes
5.3,1,100,76,66,5,Yes
5.3,0,100,49,63,3,Yes
8.3,1,58,85,61,7,Yes
8.7,1,51,44,91,5,Yes
7.7,1,51,96,49,7,Yes
5.2,0,86,82,53,2,Yes
6.8,0,95,92,98,5,Yes
9.5,1,96,47,78,5,Yes
9.7,1,49,60,68,0,Yes
5.3,1,64,55,68,1,Yes
9.8,0,86,90,94,7,Yes
8.5,1,71,56,53,5,Yes
8.3,1,63,87,50,4,Yes
8.5,1,57,53,70,0,Yes
9.9,0,78,88,52,0,Yes
9.7,1,83,48,62,0,Yes
7.2,1,81,99,44,2,Yes
8.6,1,97,75,93,3,Yes
7.6,0,80,70,85,8,Yes
8.2,1,49,74,76,8,Yes
8.0,0,50,68,94,7,Yes
9.5,0,80,76,50,4,Yes
6.4,1,57,44,99,2,Yes
7.4,0,43,47,84,6,Yes
9.6,0,59,100,57,6,Yes
7.9,0,51,95,54,2,Yes
5.5,1,63,79,69,2,Yes
6.4,0,97,51,74,2,Yes
6.6,1,61,79,88,0,Yes
8.1,1,99,75,52,1,Yes
5.1,1,64,67,76,5,Yes
6.9,1,77,79,64,0,Yes
6.4,0,83,52,55,6,Yes
9.5,1,64,62,67,4,Yes
9.4,1,91,46,99,7,Yes
9.1,1,73,54,59,3,Yes
8.1,1,65,55,95,0,Yes
5.1,1,66,87,42,3,Yes
9.4,0,62,47,40,0,No
6.5,1,60,60,93,8,Yes
6.6,0,74,67,77,6,Yes
5.6,0,98,70,72,0,Yes
6.9,1,46,43,59,8,Yes
6.3,0,84,60,95,1,Yes
8.4,1,86,88,90,5,Yes
6.5,0,74,78,78,2,Yes
9.2,0,41,60,41,6,Yes
6.8,1,98,59,61,6,Yes
5.4,0,99,41,58,7,Yes
6.8,0,45,69,79,2,Yes
7.6,0,79,94,96,3,Yes
5.2,0,67,55,81,2,Yes
8.3,0,50,51,76,3,Yes
6.0,1,96,61,76,8,Yes
5.7,1,57,89,41,6,Yes
7.4,0,79,58,47,4,Yes
6.8,0,97,59,98,1,Yes
6.4,0,92,61,48,7,Yes
6.2,1,70,70,41,4,Yes
8.2,0,72,93,98,2,Yes
5.3,0,97,58,86,8,Yes
6.1,1,61,88,65,8,Yes
8.8,0,93,41,67,3,Yes
6.9,1,56,91,77,6,Yes
8.3,0,51,82,65,0,Yes
8.8,0,87,44,78,7,Yes
9.1,0,68,66,75,6,Yes
8.1,1,48,86,42,7,Yes
10.0,1,52,77,74,0,Yes
9.8,0,86,94,48,6,Yes
8.1,0,70,52,77,7,Yes
9.0,1,51,42,85,2,Yes
5.8,1,96,46,95,8,Yes
9.4,0,76,50,80,0,Yes
5.2,0,59,76,91,6,Yes
8.1,0,99,51,46,5,Yes
9.0,1,59,75,57,6,Yes
7.6,1,49,70,68,6,Yes
8.9,1,40,59,55,2,Yes
9.9,1,49,70,94,0,Yes
6.3,0,46,59,88,1,Yes
5.1,1,43,79,89,7,Yes
6.0,1,61,43,47,4,No
5.5,1,54,44,84,8,Yes
6.0,0,72,59,89,0,Yes
6.7,1,100,51,96,6,Yes
6.7,0,77,44,42,3,No
8.9,1,82,47,75,2,Yes
7.2,1,79,64,43,5,Yes
6.1,1,94,49,57,7,Yes
9.3,1,75,82,54,6,Yes
8.1,0,100,44,44,7,Yes
6.1,1,81,93,97,3,Yes
6.8,0,80,74,84,5,Yes
5.8,1,87,52,58,0,Yes
8.2,0,84,92,76,7,Yes
7.7,0,78,88,48,1,Yes
5.6,0,61,86,98,2,Yes
7.9,0,86,75,45,3,Yes
9.9,0,48,79,86,5,Yes
6.2,0,51,53,90,7,Yes
9.5,0,60,45,40,5,Yes
7.3,1,96,88,60,8,Yes
5.9,1,56,85,45,2,Yes
6.5,0,71,90,95,4,Yes
5.7,0,90,96,70,4,Yes
9.1,0,93,40,52,4,Yes
5.4,1,41,95,78,0,Yes
6.0,0,69,40,69,5,Yes
5.2,0,91,43,84,7,Yes
9.9,0,73,62,76,4,Yes
5.7,0,45,53,72,3,No
